timestamp,seq,bytes,rtt_ms,loss_rate
19.529,193,402730,14.57,0.52
19.630,194,402650,13.57,0.51
19.730,195,402426,17.43,0.51
19.831,196,402298,17.42,0.51
19.931,197,402826,28.42,0.51
20.032,198,403002,26.80,0.50
20.132,199,402618,25.00,0.50
20.233,200,402618,22.94,0.50
20.334,201,402170,22.55,0.50
20.434,202,403370,20.90,0.49
20.535,203,402794,19.53,0.49
20.636,204,403434,21.09,0.49
20.736,205,402874,19.15,0.49
20.837,206,402954,19.22,0.48
20.937,207,403082,18.89,0.48
21.037,208,402586,20.57,0.48
21.138,209,403898,21.88,0.48
21.239,210,403338,29.72,0.47
21.339,211,403674,34.75,0.47
21.439,212,403146,47.58,0.47
21.540,213,403290,55.99,0.47
21.640,214,403674,159.67,0.47
21.841,216,403482,104.46,0.92
21.942,217,402794,57.87,0.92
22.042,218,402986,99.32,0.91
22.143,219,403658,105.68,0.91
22.243,220,403930,42.26,0.90
22.344,221,404698,36.43,0.90
22.444,222,403818,68.41,0.90
22.545,223,404042,72.76,0.89
22.645,224,403738,433.22,0.89
22.746,225,402298,416.44,0.88
22.846,226,403434,401.93,0.88
22.947,227,403130,323.68,0.88
23.047,228,402746,243.79,0.87
23.148,229,402698,163.22,0.87
23.248,230,402938,83.94,0.87
23.349,231,402666,23.00,0.86
23.449,232,401834,31.81,0.86
23.551,233,402794,36.21,0.85
23.651,234,402554,77.76,0.85
23.752,235,402730,76.20,0.85
23.852,236,403786,84.63,0.84
23.952,237,403258,84.86,0.84
24.053,238,403354,153.44,0.84
24.153,239,403146,130.91,0.83
24.254,240,403658,79.18,0.83
24.354,241,402794,51.85,0.83
24.455,242,403066,84.04,0.82
24.555,243,403514,84.36,0.82
24.656,244,403306,251.29,0.82
24.756,245,402586,225.62,0.81
24.857,246,403770,199.51,0.81
24.957,247,402874,170.95,0.81
25.058,248,403002,141.33,0.80
25.158,249,402778,144.86,0.80
25.259,250,402794,221.62,0.80
25.359,251,403610,294.46,0.79
25.660,254,402282,96.85,1.57
25.761,255,401882,36.54,1.56
25.861,256,402762,26.15,1.56
25.962,257,403786,26.21,1.55
26.062,258,403914,60.64,1.54
26.163,259,403418,61.55,1.54
26.264,260,403162,195.37,1.53
26.364,261,403770,126.67,1.53
26.465,262,403978,56.76,1.52
26.565,263,403210,34.59,1.52
26.666,264,402618,45.56,1.51
26.766,265,402426,46.55,1.50
26.867,266,403130,72.76,1.50
26.967,267,403178,72.42,1.49
27.069,268,403114,444.13,1.49
27.170,269,403818,453.94,1.48
27.269,270,403226,426.46,1.48
27.371,271,403754,390.94,1.47
27.470,272,402730,356.09,1.47
27.571,273,403418,317.28,1.46
27.672,274,403290,277.68,1.45
27.772,275,403306,238.77,1.45
27.872,276,403034,449.40,1.44
27.973,277,403130,592.66,1.44
28.073,278,403306,652.29,1.43
28.174,279,403002,670.25,1.43
28.274,280,403466,593.13,1.42
28.375,281,403386,515.55,1.42
28.475,282,403162,438.35,1.41
28.576,283,403370,362.29,1.41
28.676,284,402218,285.03,1.40
28.777,285,403546,208.44,1.40
28.877,286,403674,130.81,1.39
28.978,287,402986,52.96,1.39
29.079,288,403578,603.14,1.38
29.179,289,402666,554.38,1.38
29.281,290,402986,503.99,1.37
29.382,291,402634,454.88,1.37
29.483,292,403018,494.37,1.37
29.583,293,403738,474.80,1.36
29.683,294,404042,410.72,1.36
29.784,295,403226,346.38,1.35
29.884,296,403514,280.62,1.35
30.085,298,403386,151.88,1.67
30.186,299,403018,122.45,1.67
30.286,300,403546,95.40,1.66
30.387,301,402986,60.82,1.66
30.487,302,403610,33.91,1.65
30.588,303,402986,32.90,1.64
30.688,304,402778,71.12,1.64
30.789,305,402010,59.43,1.63
30.889,306,402218,37.96,1.63
30.989,307,403098,36.83,1.62
31.091,308,402842,31.31,1.62
31.190,309,402250,30.29,1.61
31.291,310,402330,40.83,1.61
31.392,311,402314,44.10,1.60
31.493,312,403306,52.51,1.60
31.593,313,402634,46.19,1.59
31.693,314,402202,18.28,1.59
31.795,315,401930,20.23,1.58
31.896,316,402666,18.32,1.58
31.995,317,402042,16.22,1.57
32.095,318,402186,136.15,1.57
32.296,320,401578,102.76,1.87
32.397,321,401450,571.96,1.86
32.498,322,402186,598.95,1.86
32.599,323,402394,565.86,1.85
32.700,324,402026,534.42,1.85
32.800,325,401946,489.78,1.84
32.902,326,402042,445.82,1.83
33.001,327,402250,403.14,1.83
33.102,328,402842,404.44,1.82
33.202,329,402618,437.32,1.82
33.303,330,402762,371.76,1.81
33.403,331,403098,307.81,1.81
33.504,332,403562,243.03,1.80
33.604,333,402426,178.68,1.80
33.705,334,402730,113.07,1.79
33.805,335,401578,104.84,1.79
33.906,336,402202,143.44,1.78
34.006,337,401978,225.43,1.78
34.107,338,402474,163.13,1.77
34.207,339,401834,99.59,1.76
34.307,340,401642,39.98,1.76
34.408,341,402090,152.68,1.75
34.508,342,402538,185.30,1.75
34.609,343,402426,162.80,1.74
34.709,344,402410,127.40,1.74
34.810,345,402394,46.65,1.73
34.910,346,402394,22.88,1.73
35.011,347,402554,23.19,1.72
35.112,348,403114,19.59,1.72
35.212,349,402154,18.39,1.71
35.312,350,401386,18.59,1.71
35.412,351,401610,18.39,1.70
35.513,352,401066,20.46,1.70
35.614,353,401578,21.69,1.69
35.714,354,400874,29.06,1.69
35.814,355,401306,24.15,1.69
35.916,356,402330,21.79,1.68
36.015,357,402586,19.99,1.68
36.116,358,401914,20.98,1.67
36.216,359,402810,19.97,1.67
36.317,360,402602,21.19,1.66
36.418,361,402922,21.89,1.66
36.519,362,402570,27.27,1.65
36.620,363,402218,35.16,1.65
36.720,364,402202,38.45,1.64
36.821,365,401386,213.85,1.64
36.922,366,401674,137.39,1.63
37.022,367,402426,63.46,1.63
37.123,368,402762,28.57,1.63
37.223,369,401946,108.82,1.62
37.323,370,402474,114.18,1.62
37.424,371,401882,46.96,1.61
37.524,372,401626,35.99,1.61
37.625,373,401658,150.72,1.60
37.725,374,401754,200.95,1.60
37.826,375,401546,213.54,1.60
37.926,376,400714,147.75,1.59
38.027,377,401482,80.81,1.59
38.127,378,401194,36.23,1.58
38.228,379,401402,239.59,1.58
38.328,380,401962,213.02,1.57
38.429,381,402298,187.04,1.57
38.529,382,402154,548.43,1.57
38.630,383,401962,624.90,1.56
38.832,385,401994,779.83,1.81
38.931,386,402026,756.63,1.81
39.032,387,401690,725.76,1.80
39.132,388,401898,694.91,1.80
39.233,389,401834,632.93,1.79
39.333,390,402778,571.85,1.79
39.434,391,402682,509.49,1.79
39.534,392,402714,447.21,1.78
39.634,393,402330,385.68,1.78
39.735,394,401626,306.57,1.77
39.835,395,402570,224.03,1.77
39.936,396,401514,141.57,1.76
40.036,397,401146,58.69,1.76
40.137,398,402570,19.72,1.75
40.237,399,402506,44.83,1.75
40.338,400,401770,45.27,1.75
40.438,401,401306,34.75,1.74
40.539,402,401082,33.89,1.74
40.639,403,401978,50.42,1.73
40.740,404,401434,50.26,1.73
40.840,405,401242,53.68,1.72
40.941,406,400714,52.53,1.72
41.041,407,401258,21.11,1.72
41.141,408,401914,20.77,1.71
41.242,409,402202,61.09,1.71
41.343,410,401866,59.81,1.70
41.443,411,401578,67.34,1.70
41.544,412,402250,67.14,1.69
41.644,413,401898,110.82,1.69
41.745,414,402170,93.08,1.69
41.845,415,401050,37.07,1.68
41.946,416,401690,36.78,1.68
42.046,417,401722,33.36,1.67
42.147,418,402778,34.90,1.67
42.247,419,402570,38.39,1.67
42.348,420,402330,39.52,1.66
42.448,421,400826,286.29,1.66
42.549,422,401146,295.26,1.65
42.649,423,401866,303.07,1.65
42.850,425,402474,420.82,1.88
42.951,426,401386,353.64,1.87
43.051,427,402938,287.66,1.87
43.152,428,401450,220.44,1.86
43.453,431,400938,271.57,2.31
43.554,432,402378,256.87,2.31
43.654,433,401498,450.72,2.30
43.755,434,401482,444.36,2.30
43.855,435,401242,392.44,2.29
43.956,436,401722,323.57,2.29
44.056,437,401658,255.29,2.28
44.156,438,401594,186.66,2.28
44.257,439,401482,119.54,2.27
44.357,440,401834,51.16,2.27
44.458,441,401370,226.24,2.26
44.559,442,401594,233.97,2.26
44.660,443,401306,181.68,2.25
44.760,444,401322,106.45,2.25
44.860,445,401786,29.73,2.24
44.960,446,402314,27.06,2.24
45.061,447,400970,165.63,2.23
45.161,448,401834,95.64,2.23
45.262,449,401770,32.52,2.22
45.363,450,402938,36.50,2.22
45.463,451,403738,30.11,2.21
45.564,452,402842,30.77,2.21
45.664,453,402426,44.59,2.20
45.766,454,402778,44.73,2.20
45.866,455,402922,201.20,2.19
45.968,456,402874,142.87,2.19
46.067,457,402058,87.22,2.18
46.168,458,402202,46.44,2.18
46.268,459,401994,22.14,2.17
46.371,460,402618,27.60,2.17
46.470,461,403402,264.38,2.16
46.571,462,402410,494.92,2.16
46.671,463,402026,514.18,2.16
46.771,464,401866,866.69,2.15
46.872,465,401482,799.87,2.15
46.972,466,402186,734.40,2.14
47.073,467,401466,664.82,2.14
47.173,468,401786,598.24,2.13
47.274,469,401450,531.14,2.13
47.374,470,402666,473.28,2.12
47.475,471,402586,420.92,2.12
47.575,472,401642,368.59,2.11
47.676,473,401370,315.48,2.11
47.776,474,400922,256.82,2.11
47.877,475,400538,190.52,2.10
47.977,476,401258,123.99,2.10
48.078,477,402618,57.55,2.09
48.178,478,401802,37.46,2.09
48.281,479,402042,151.94,2.08
48.380,480,402986,66.13,2.08
48.480,481,402970,18.39,2.07
48.581,482,401962,19.57,2.07
48.682,483,402282,27.89,2.07
48.782,484,401818,26.25,2.06
48.883,485,401930,48.62,2.06
48.984,486,403290,44.10,2.05
49.084,487,402298,23.47,2.05
49.185,488,403386,22.04,2.04
49.285,489,402010,19.08,2.04
49.386,490,402266,19.86,2.04
49.487,491,403018,60.62,2.03
49.587,492,401642,45.97,2.03
49.687,493,401962,33.37,2.02
49.788,494,402474,33.37,2.02
49.888,495,401274,26.03,2.02
49.989,496,402170,27.11,2.01
50.090,497,401898,26.98,2.01
50.190,498,401850,27.10,2.00
50.291,499,401530,46.29,2.00
50.391,500,401402,47.58,2.00
50.492,501,401018,47.56,1.99
50.592,502,401786,81.59,1.99
50.692,503,401898,114.20,1.98
50.793,504,402522,292.51,1.98
50.894,505,401914,290.06,1.98
50.995,506,401034,249.56,1.97
51.095,507,402426,190.42,1.97
51.196,508,401530,130.48,1.96
51.296,509,400874,72.23,1.96
51.396,510,401114,37.39,1.96
51.497,511,401498,30.40,1.95
51.597,512,402410,40.70,1.95
51.698,513,402170,51.65,1.95
51.798,514,402890,206.22,1.94
51.899,515,401562,172.98,1.94
51.999,516,402762,130.12,1.93
52.100,517,402058,85.77,1.93
52.200,518,401834,40.81,1.93
52.300,519,402202,35.02,1.92
52.401,520,402458,35.71,1.92
52.501,521,400970,36.70,1.92
52.603,522,401642,216.05,1.91
52.703,523,400826,148.01,1.91
52.803,524,401114,80.38,1.90
52.903,525,400122,35.38,1.90
53.004,526,400794,21.73,1.90
53.104,527,401562,16.54,1.89
53.205,528,400618,16.53,1.89
53.305,529,400634,17.28,1.89
53.406,530,401338,20.88,1.88
53.506,531,401898,24.93,1.88
53.607,532,401434,23.00,1.88
53.707,533,401866,22.86,1.87
53.808,534,401770,213.80,1.87
53.908,535,401898,149.56,1.87
54.008,536,401850,86.15,1.86
54.109,537,401690,38.75,1.86
54.209,538,402090,31.49,1.86
54.311,539,402314,33.42,1.85
54.410,540,402506,34.57,1.85
54.511,541,402922,37.22,1.85
54.613,542,402186,54.41,1.84
54.712,543,403114,52.33,1.84
54.813,544,402714,190.64,1.83
54.913,545,402554,137.65,1.83
55.013,546,400810,74.37,1.83
55.114,547,401098,39.53,1.82
55.214,548,401642,33.27,1.82
55.315,549,402186,33.00,1.82
55.415,550,400634,42.64,1.81
55.515,551,401370,41.89,1.81
55.616,552,401306,208.18,1.81
55.716,553,401434,130.89,1.81
55.817,554,402074,53.43,1.80
55.918,555,402746,26.30,1.80
56.018,556,402666,40.30,1.80
56.119,557,402586,39.86,1.79
56.220,558,402154,122.14,1.79
56.320,559,401290,153.96,1.79
56.521,561,400922,141.16,1.96
56.621,562,401578,84.74,1.95
56.722,563,400794,45.30,1.95
56.822,564,401338,29.39,1.95
56.923,565,401466,28.74,1.94
57.023,566,400234,32.16,1.94
57.124,567,400426,32.78,1.94
57.226,568,400570,116.71,1.93
57.326,569,400314,289.31,1.93
57.426,570,400682,338.50,1.93
57.527,571,400266,315.24,1.92
57.627,572,400602,261.16,1.92
57.728,573,401162,208.04,1.92
57.929,575,401626,90.42,2.08
58.029,576,401178,23.95,2.08
58.129,577,400554,23.90,2.08
58.230,578,401322,37.49,2.07
58.330,579,401610,38.47,2.07
58.431,580,401466,107.02,2.07
58.531,581,401386,87.07,2.06
58.632,582,401322,28.15,2.06
58.733,583,401546,30.09,2.05
58.833,584,402682,32.90,2.05
58.933,585,402042,33.48,2.05
59.033,586,401434,80.53,2.04
59.134,587,401290,279.46,2.04
59.234,588,401754,193.49,2.04
59.335,589,403130,110.37,2.03
59.435,590,402730,25.25,2.03
59.536,591,402554,18.54,2.03
59.637,592,401882,28.31,2.02
59.737,593,401402,25.81,2.02
59.838,594,401610,36.78,2.02
59.938,595,402394,37.22,2.01
60.039,596,401306,196.74,2.01
60.140,597,400810,121.14,2.01
60.240,598,401754,47.25,2.00
60.340,599,401994,28.31,2.00
60.441,600,402218,28.64,2.00
60.541,601,400810,29.90,1.99
60.642,602,401018,35.93,1.99
60.743,603,401850,34.89,1.99
60.843,604,401226,17.57,1.98
60.944,605,401722,18.32,1.98
61.045,606,401914,28.51,1.98
61.145,607,401994,28.32,1.97
61.245,608,402234,26.84,1.97
61.346,609,402586,26.94,1.97
61.446,610,402026,144.87,1.96
61.547,611,401514,87.48,1.96
61.648,612,401034,32.00,1.96
61.749,613,400794,32.85,1.95
61.849,614,401274,25.51,1.95
61.950,615,401546,25.11,1.95
62.052,616,402394,21.59,1.94
62.151,617,401306,17.87,1.94
62.252,618,401322,73.16,1.94
62.352,619,401930,65.04,1.94
62.452,620,401498,31.88,1.93
62.553,621,402058,32.66,1.93
62.654,622,401770,63.53,1.93
62.755,623,401610,73.80,1.92
62.856,624,400698,123.34,1.92
62.955,625,401674,272.52,1.92
63.157,627,401338,163.85,2.07
63.257,628,401338,110.82,2.07
63.357,629,401034,61.04,2.06
63.458,630,401946,84.59,2.06
63.558,631,401546,62.41,2.06
63.659,632,401450,31.71,2.05
63.759,633,400554,32.53,2.05
63.860,634,400634,166.15,2.05
63.960,635,400506,97.92,2.04
64.061,636,400634,33.71,2.04
64.162,637,401146,36.34,2.04
64.263,638,400090,37.78,2.03
64.363,639,401274,36.42,2.03
64.465,640,401722,34.03,2.03
64.565,641,402266,32.50,2.02
64.665,642,401674,148.61,2.02
64.765,643,401930,167.96,2.02
64.866,644,402138,148.44,2.02
64.966,645,402890,68.82,2.01
65.067,646,402074,23.05,2.01
65.167,647,401770,23.96,2.01
65.268,648,401194,23.92,2.00
65.369,649,401946,24.40,2.00
65.469,650,401610,42.42,2.00
65.570,651,402570,222.71,1.99
65.670,652,401770,150.74,1.99
65.771,653,402122,64.21,1.99
65.871,654,401834,17.82,1.98
65.972,655,402234,17.60,1.98
66.072,656,401770,50.25,1.98
66.173,657,402570,320.20,1.98
66.274,658,402010,348.00,1.97
66.376,659,402298,280.39,1.97
66.475,660,401194,213.34,1.97
66.575,661,403194,147.50,1.96
66.676,662,402922,79.60,1.96
66.776,663,402234,34.46,1.96
66.876,664,401834,26.40,1.95
66.977,665,403242,26.28,1.95
67.077,666,402090,57.58,1.95
67.178,667,402042,59.92,1.95
67.279,668,401642,62.45,1.94
67.380,669,402138,36.81,1.94
67.480,670,401866,21.89,1.94
67.581,671,402986,21.02,1.93
67.681,672,402474,21.61,1.93
67.781,673,402554,22.52,1.93
67.882,674,401610,70.41,1.93
67.982,675,402634,47.27,1.92
68.083,676,401994,36.56,1.92
68.185,677,402042,31.34,1.92
68.283,678,401994,20.37,1.91
68.384,679,402218,22.90,1.91
68.485,680,401722,23.65,1.91
68.586,681,402362,223.16,1.91
68.686,682,402650,147.06,1.90
68.787,683,402890,71.86,1.90
68.887,684,402058,29.35,1.90
68.987,685,400970,24.01,1.90
69.088,686,401722,18.65,1.89
69.189,687,402474,20.98,1.89
69.289,688,401306,28.86,1.89
69.390,689,402442,51.35,1.88
69.491,690,402026,71.81,1.88
69.592,691,402058,27.28,1.88
69.692,692,403594,19.22,1.88
69.793,693,402506,23.21,1.87
69.894,694,402218,24.09,1.87
69.994,695,401546,47.84,1.87
70.094,696,402490,65.84,1.87
70.195,697,402506,44.55,1.86
70.295,698,402266,41.97,1.86
70.396,699,402330,23.88,1.86
70.496,700,402842,20.94,1.85
70.597,701,403258,22.05,1.85
70.697,702,402810,21.22,1.85
70.798,703,402858,40.84,1.85
70.898,704,402890,43.31,1.84
70.999,705,402922,68.61,1.84
71.099,706,402682,69.25,1.84
71.200,707,402762,44.08,1.84
71.300,708,402762,43.02,1.83
71.401,709,402570,20.12,1.83
71.501,710,402506,20.54,1.83
71.602,711,402730,62.61,1.83
71.702,712,402202,61.93,1.82
71.803,713,402250,55.29,1.82
71.903,714,402186,54.43,1.82
72.004,715,403274,207.49,1.82
72.104,716,403162,129.90,1.81
72.205,717,402426,52.16,1.81
72.305,718,401258,25.28,1.81
72.406,719,401530,31.70,1.81
72.506,720,402058,33.04,1.80
72.607,721,403226,74.59,1.80
72.707,722,402554,74.34,1.80
72.807,723,401850,199.20,1.80
72.908,724,402154,124.01,1.79
73.008,725,401594,47.66,1.79
73.109,726,403082,26.53,1.79
73.209,727,402922,29.40,1.79
73.309,728,402954,29.18,1.78
73.410,729,401802,42.72,1.78
73.510,730,402330,42.68,1.78
73.611,731,402426,91.66,1.78
73.712,732,402730,91.46,1.77
73.812,733,402298,33.64,1.77
73.912,734,402858,34.23,1.77
74.013,735,402154,37.35,1.77
74.113,736,401818,37.54,1.76
74.214,737,402138,43.25,1.76
74.314,738,401994,43.00,1.76
74.415,739,402426,123.45,1.76
74.515,740,402410,299.38,1.75
74.616,741,401914,224.40,1.75
74.716,742,402314,149.86,1.75
74.817,743,401482,76.67,1.75
74.917,744,401770,28.36,1.74
75.018,745,402426,23.64,1.74
75.118,746,401994,23.31,1.74
75.219,747,402090,43.97,1.74
75.319,748,402122,44.79,1.74
75.420,749,401754,66.01,1.73
75.521,750,403242,63.89,1.73
75.621,751,401834,198.89,1.73
75.723,752,402506,115.93,1.73
75.823,753,402426,32.41,1.72
75.923,754,402122,21.68,1.72
76.024,755,402074,42.76,1.72
76.124,756,402586,43.58,1.72
76.225,757,402442,43.67,1.72
76.325,758,402186,44.39,1.71
76.426,759,402218,101.98,1.71
76.526,760,401882,81.01,1.71
76.627,761,402026,29.21,1.71
76.727,762,401514,29.33,1.70
76.828,763,402266,46.84,1.70
76.928,764,402010,47.04,1.70
77.029,765,401578,41.93,1.70
77.129,766,400842,41.45,1.69
77.229,767,400874,181.05,1.69
77.330,768,400970,233.64,1.69
77.430,769,401546,197.90,1.69
77.530,770,400618,133.40,1.69
77.631,771,401642,69.81,1.68
77.731,772,401162,39.27,1.68
77.832,773,401530,26.06,1.68
77.933,774,400138,28.13,1.68
78.034,775,401754,32.09,1.68
78.134,776,401482,31.95,1.67
78.235,777,401930,131.29,1.67
78.336,778,401738,88.31,1.67
78.436,779,401578,34.64,1.67
78.537,780,402330,33.72,1.66
78.637,781,401546,30.93,1.66
78.739,782,401658,32.38,1.66
78.839,783,401610,44.64,1.66
78.939,784,402026,44.81,1.66
79.039,785,402042,49.29,1.65
79.140,786,402362,49.31,1.65
79.241,787,401674,131.72,1.65
79.343,788,402090,75.58,1.65
79.442,789,402810,26.65,1.65
79.542,790,401914,26.14,1.64
79.644,791,402122,49.00,1.64
79.745,792,402234,48.24,1.64
79.844,793,402682,46.27,1.64
79.944,794,402026,46.05,1.64
80.045,795,402234,63.51,1.63
80.146,796,402634,59.25,1.63
80.248,797,402810,35.37,1.63
80.347,798,402730,36.20,1.63
80.448,799,402698,49.20,1.62
80.549,800,402218,48.07,1.62
80.649,801,402314,42.49,1.62
80.750,802,401610,41.58,1.62
80.850,803,402538,47.20,1.62
80.951,804,402666,46.54,1.61
81.051,805,402170,51.04,1.61
81.152,806,402570,50.83,1.61
81.253,807,402010,38.20,1.61
81.353,808,402218,38.47,1.61
81.454,809,403130,44.13,1.60
81.555,810,402442,45.16,1.60
81.655,811,401946,64.00,1.60
81.756,812,402474,65.46,1.60
81.856,813,402202,66.46,1.60
81.956,814,401882,50.97,1.60
82.057,815,402346,28.56,1.59
82.158,816,402282,29.95,1.59
82.259,817,401754,45.91,1.59
82.360,818,401162,44.96,1.59
82.461,819,403578,46.96,1.59
82.562,820,402970,48.01,1.58
82.661,821,402122,51.71,1.58
82.762,822,403034,48.57,1.58
82.863,823,401626,43.47,1.58
82.964,824,402810,41.79,1.58
83.064,825,402122,41.02,1.57
83.165,826,402010,41.61,1.57
83.266,827,402458,46.60,1.57
83.366,828,402298,45.94,1.57
83.467,829,401978,46.94,1.57
83.568,830,402730,50.20,1.56
83.668,831,402330,55.24,1.56
83.769,832,401946,46.89,1.56
